,level_0,index,name_model,auc_mean,lower_auc_mean,upper_auc_mean,time,recall,f1_score,precision,accuracy,n_iter,time,columns,model
18,18,8,SVC,0.7457439409455539,0.6447872389191249,0.8467006429719828,92.96623969078064s,0.5365853658536586,0.6376811594202899,0.7857142857142857,0.7159090909090909,100,92.96623969078064s,105,"SVC(C=1.0, break_ties=False, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma='scale', kernel='rbf',
    max_iter=-1, probability=False, random_state=None, shrinking=True,
    tol=0.001, verbose=False)"
19,19,22,SVC,0.7452402298850577,0.6346974531007906,0.8557830066693247,124.2811484336853s,0.5365853658536586,0.6376811594202899,0.7857142857142857,0.7159090909090909,100,124.2811484336853s,105,"SVC(C=1.0, break_ties=False, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma='scale', kernel='rbf',
    max_iter=-1, probability=False, random_state=None, shrinking=True,
    tol=0.001, verbose=False)"
20,20,13,KNeighborsClassifier,0.7243258768561189,0.6181837478672519,0.8304680058449859,71.43769264221191s,0.5609756097560976,0.6301369863013699,0.71875,0.6931818181818182,100,71.43769264221191s,105,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=8, p=2,
                     weights='distance')"
21,21,6,KNeighborsClassifier,0.7213408858166923,0.6130741232657848,0.8296076483675998,36.54942226409912s,0.4634146341463415,0.5507246376811594,0.6785714285714286,0.6477272727272727,50,36.54942226409912s,105,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=9, p=2,
                     weights='distance')"
22,22,20,KNeighborsClassifier,0.7183854474548441,0.6273486943932938,0.8094222005163945,46.79249691963196s,0.4634146341463415,0.5507246376811594,0.6785714285714286,0.6477272727272727,50,46.79249691963196s,105,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=9, p=2,
                     weights='distance')"
23,23,27,KNeighborsClassifier,0.7178328201970444,0.5899318379899482,0.8457338024041406,91.71891069412231s,0.4634146341463415,0.5507246376811594,0.6785714285714286,0.6477272727272727,100,91.71891069412231s,105,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=9, p=2,
                     weights='distance')"
24,24,21,DecisionTreeClassifier,0.7154240763546799,0.5785225139428167,0.852325638766543,35.7629280090332s,0.6585365853658537,0.6666666666666667,0.675,0.6931818181818182,100,35.7629280090332s,105,"DecisionTreeClassifier(ccp_alpha=0.0, class_weight=None, criterion='gini',
                       max_depth=4, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=33, min_samples_split=95,
                       min_weight_fraction_leaf=0.0, presort='deprecated',
                       random_state=None, splitter='best')"
25,25,14,DecisionTreeClassifier,0.7078362684729064,0.5553863150170779,0.8602862219287348,17.523489475250244s,0.6585365853658537,0.6666666666666667,0.675,0.6931818181818182,50,17.523489475250244s,105,"DecisionTreeClassifier(ccp_alpha=0.0, class_weight=None, criterion='gini',
                       max_depth=5, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=32, min_samples_split=103,
                       min_weight_fraction_leaf=0.0, presort='deprecated',
                       random_state=None, splitter='best')"
26,26,7,DecisionTreeClassifier,0.701444572452637,0.5816542004371925,0.8212349444680815,28.5253484249115s,0.6585365853658537,0.6666666666666667,0.675,0.6931818181818182,100,28.5253484249115s,105,"DecisionTreeClassifier(ccp_alpha=0.0, class_weight=None, criterion='gini',
                       max_depth=5, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=34, min_samples_split=43,
                       min_weight_fraction_leaf=0.0, presort='deprecated',
                       random_state=None, splitter='best')"
27,27,0,DecisionTreeClassifier,0.686816009557945,0.5784687913640876,0.7951632277518024,14.32350206375122s,0.6585365853658537,0.6666666666666667,0.675,0.6931818181818182,50,14.32350206375122s,105,"DecisionTreeClassifier(ccp_alpha=0.0, class_weight=None, criterion='gini',
                       max_depth=5, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=32, min_samples_split=103,
                       min_weight_fraction_leaf=0.0, presort='deprecated',
                       random_state=None, splitter='best')"
