,index,name_model,auc_mean,lower_auc_mean,upper_auc_mean,time,recall,f1_score,precision,accuracy,n_splits,n_iter,time,columns,model
10,54,GradientBoostingClassifier,0.8411821018062398,0.7489099472685978,0.9334542563438817,283.83863615989685s,0.6585365853658537,0.72,0.7941176470588235,0.7613636363636364,5,40,283.83863615989685s,15,"GradientBoostingClassifier(ccp_alpha=0.0, criterion='mse', init=None,
                           learning_rate=0.1, loss='exponential', max_depth=8,
                           max_features='log2', max_leaf_nodes=None,
                           min_impurity_decrease=0.0, min_impurity_split=None,
                           min_samples_leaf=15, min_samples_split=22,
                           min_weight_fraction_leaf=0.0, n_estimators=100,
                           n_iter_no_change=None, presort='deprecated',
                           random_state=None, subsample=1.0, tol=0.0001,
                           validation_fraction=0.1, verbose=0,
                           warm_start=False)"
11,39,GradientBoostingClassifier,0.8404138752052545,0.7418606595386611,0.9389670908718478,227.4810221195221s,0.6829268292682927,0.736842105263158,0.8,0.7727272727272727,5,20,227.4810221195221s,105,"GradientBoostingClassifier(ccp_alpha=0.0, criterion='mae', init=None,
                           learning_rate=0.1, loss='exponential', max_depth=6,
                           max_features='log2', max_leaf_nodes=None,
                           min_impurity_decrease=0.0, min_impurity_split=None,
                           min_samples_leaf=17, min_samples_split=3,
                           min_weight_fraction_leaf=0.0, n_estimators=100,
                           n_iter_no_change=None, presort='deprecated',
                           random_state=None, subsample=1.0, tol=0.0001,
                           validation_fraction=0.1, verbose=0,
                           warm_start=False)"
12,47,GradientBoostingClassifier,0.8402816502463054,0.7485844208364383,0.9319788796561725,212.25149488449097s,0.6341463414634146,0.6842105263157895,0.7428571428571429,0.7272727272727273,5,30,212.25149488449097s,15,"GradientBoostingClassifier(ccp_alpha=0.0, criterion='friedman_mse', init=None,
                           learning_rate=0.1, loss='exponential', max_depth=5,
                           max_features='sqrt', max_leaf_nodes=None,
                           min_impurity_decrease=0.0, min_impurity_split=None,
                           min_samples_leaf=24, min_samples_split=19,
                           min_weight_fraction_leaf=0.0, n_estimators=100,
                           n_iter_no_change=None, presort='deprecated',
                           random_state=None, subsample=1.0, tol=0.0001,
                           validation_fraction=0.1, verbose=0,
                           warm_start=False)"
13,5,GradientBoostingClassifier,0.8389840416453319,0.7489572598351371,0.9290108234555268,61.38867783546448s,0.6585365853658537,0.72,0.7941176470588235,0.7613636363636364,4,10,61.38867783546448s,15,"GradientBoostingClassifier(ccp_alpha=0.0, criterion='friedman_mse', init=None,
                           learning_rate=0.1, loss='exponential', max_depth=5,
                           max_features='sqrt', max_leaf_nodes=None,
                           min_impurity_decrease=0.0, min_impurity_split=None,
                           min_samples_leaf=24, min_samples_split=19,
                           min_weight_fraction_leaf=0.0, n_estimators=100,
                           n_iter_no_change=None, presort='deprecated',
                           random_state=None, subsample=1.0, tol=0.0001,
                           validation_fraction=0.1, verbose=0,
                           warm_start=False)"
14,12,GradientBoostingClassifier,0.8386220984809695,0.7542106095198787,0.9230335874420602,95.48037719726562s,0.6341463414634146,0.6933333333333332,0.7647058823529411,0.7386363636363636,4,20,95.48037719726562s,15,"GradientBoostingClassifier(ccp_alpha=0.0, criterion='friedman_mse', init=None,
                           learning_rate=0.1, loss='exponential', max_depth=5,
                           max_features='sqrt', max_leaf_nodes=None,
                           min_impurity_decrease=0.0, min_impurity_split=None,
                           min_samples_leaf=24, min_samples_split=19,
                           min_weight_fraction_leaf=0.0, n_estimators=100,
                           n_iter_no_change=None, presort='deprecated',
                           random_state=None, subsample=1.0, tol=0.0001,
                           validation_fraction=0.1, verbose=0,
                           warm_start=False)"
15,44,RandomForestClassifier,0.8377472906403941,0.7530435214155229,0.9224510598652653,174.1627881526947s,0.5121951219512195,0.6176470588235294,0.7777777777777778,0.7045454545454546,5,30,174.1627881526947s,105,"RandomForestClassifier(bootstrap=False, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=8, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=53, min_samples_split=77,
                       min_weight_fraction_leaf=0.0, n_estimators=146,
                       n_jobs=None, oob_score=False, random_state=None,
                       verbose=0, warm_start=False)"
16,23,RandomForestClassifier,0.8376302483358936,0.7720042005659542,0.903256296105833,191.99526858329773s,0.4878048780487805,0.6060606060606061,0.8,0.7045454545454546,4,40,191.99526858329773s,105,"RandomForestClassifier(bootstrap=False, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=8, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=53, min_samples_split=77,
                       min_weight_fraction_leaf=0.0, n_estimators=146,
                       n_jobs=None, oob_score=False, random_state=None,
                       verbose=0, warm_start=False)"
17,37,RandomForestClassifier,0.8351982348111657,0.7434472204714251,0.9269492491509064,117.25640940666199s,0.5609756097560976,0.6764705882352942,0.8518518518518519,0.75,5,20,117.25640940666199s,105,"RandomForestClassifier(bootstrap=False, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=5, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=47, min_samples_split=55,
                       min_weight_fraction_leaf=0.0, n_estimators=55,
                       n_jobs=None, oob_score=False, random_state=None,
                       verbose=0, warm_start=False)"
18,16,RandomForestClassifier,0.8327212408260796,0.7518587681979013,0.9135837134542578,138.49869775772095s,0.6341463414634146,0.7123287671232876,0.8125,0.7613636363636364,4,30,138.49869775772095s,105,"RandomForestClassifier(bootstrap=False, ccp_alpha=0.0, class_weight=None,
                       criterion='entropy', max_depth=8, max_features='sqrt',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=42, min_samples_split=35,
                       min_weight_fraction_leaf=0.0, n_estimators=129,
                       n_jobs=None, oob_score=False, random_state=None,
                       verbose=0, warm_start=False)"
19,51,RandomForestClassifier,0.8321306239737274,0.7472256791952369,0.9170355687522179,239.81058263778687s,0.5121951219512195,0.6268656716417911,0.8076923076923077,0.7159090909090909,5,40,239.81058263778687s,105,"RandomForestClassifier(bootstrap=False, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=8, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=53, min_samples_split=77,
                       min_weight_fraction_leaf=0.0, n_estimators=146,
                       n_jobs=None, oob_score=False, random_state=None,
                       verbose=0, warm_start=False)"
20,30,RandomForestClassifier,0.8315231527093594,0.7241468031066649,0.9388995023120539,47.52342510223389s,0.5121951219512195,0.6268656716417911,0.8076923076923077,0.7159090909090909,5,10,47.52342510223389s,105,"RandomForestClassifier(bootstrap=False, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=5, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=47, min_samples_split=55,
                       min_weight_fraction_leaf=0.0, n_estimators=55,
                       n_jobs=None, oob_score=False, random_state=None,
                       verbose=0, warm_start=False)"
21,2,RandomForestClassifier,0.8303659967571256,0.7315512920068391,0.9291807015074122,37.763683795928955s,0.5121951219512195,0.6000000000000001,0.7241379310344828,0.6818181818181818,4,10,37.763683795928955s,105,"RandomForestClassifier(bootstrap=False, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=5, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=47, min_samples_split=55,
                       min_weight_fraction_leaf=0.0, n_estimators=55,
                       n_jobs=None, oob_score=False, random_state=None,
                       verbose=0, warm_start=False)"
22,9,RandomForestClassifier,0.8272419568185697,0.7407496297255476,0.9137342839115918,93.42006134986877s,0.4878048780487805,0.5797101449275363,0.7142857142857143,0.6704545454545454,4,20,93.42006134986877s,105,"RandomForestClassifier(bootstrap=False, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=5, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=47, min_samples_split=55,
                       min_weight_fraction_leaf=0.0, n_estimators=55,
                       n_jobs=None, oob_score=False, random_state=None,
                       verbose=0, warm_start=False)"
23,19,GradientBoostingClassifier,0.8228590629800306,0.7403965910153039,0.9053215349447574,161.60338640213013s,0.6585365853658537,0.6923076923076923,0.7297297297297297,0.7272727272727273,4,30,161.60338640213013s,15,"GradientBoostingClassifier(ccp_alpha=0.0, criterion='mse', init=None,
                           learning_rate=0.1, loss='deviance', max_depth=4,
                           max_features='log2', max_leaf_nodes=None,
                           min_impurity_decrease=0.0, min_impurity_split=None,
                           min_samples_leaf=41, min_samples_split=10,
                           min_weight_fraction_leaf=0.0, n_estimators=100,
                           n_iter_no_change=None, presort='deprecated',
                           random_state=None, subsample=1.0, tol=0.0001,
                           validation_fraction=0.1, verbose=0,
                           warm_start=False)"
24,31,RandomForestClassifier,0.8194628489326764,0.7047541807759218,0.934171517089431,46.94724941253662s,0.6585365853658537,0.6923076923076923,0.7297297297297297,0.7272727272727273,5,10,46.94724941253662s,15,"RandomForestClassifier(bootstrap=False, ccp_alpha=0.0, class_weight=None,
                       criterion='entropy', max_depth=5, max_features='auto',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=40, min_samples_split=75,
                       min_weight_fraction_leaf=0.0, n_estimators=84,
                       n_jobs=None, oob_score=False, random_state=None,
                       verbose=0, warm_start=False)"
25,52,RandomForestClassifier,0.8173244458128077,0.7105848494689818,0.9240640421566336,236.93538522720337s,0.6097560975609756,0.6756756756756757,0.7575757575757576,0.7272727272727273,5,40,236.93538522720337s,15,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=6, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=37, min_samples_split=86,
                       min_weight_fraction_leaf=0.0, n_estimators=91,
                       n_jobs=None, oob_score=False, random_state=None,
                       verbose=0, warm_start=False)"
26,24,RandomForestClassifier,0.8170650921658986,0.719822233278938,0.9143079510528592,189.82263827323914s,0.6341463414634146,0.6753246753246753,0.7222222222222222,0.7159090909090909,4,40,189.82263827323914s,15,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=6, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=37, min_samples_split=86,
                       min_weight_fraction_leaf=0.0, n_estimators=91,
                       n_jobs=None, oob_score=False, random_state=None,
                       verbose=0, warm_start=False)"
27,45,RandomForestClassifier,0.8128243431855501,0.7023201498182028,0.9233285365528974,172.54237747192383s,0.6341463414634146,0.6842105263157895,0.7428571428571429,0.7272727272727273,5,30,172.54237747192383s,15,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='entropy', max_depth=5, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=40, min_samples_split=42,
                       min_weight_fraction_leaf=0.0, n_estimators=131,
                       n_jobs=None, oob_score=False, random_state=None,
                       verbose=0, warm_start=False)"
28,17,RandomForestClassifier,0.8106421744324971,0.7236133366777378,0.8976710121872564,137.51194787025452s,0.6585365853658537,0.7105263157894737,0.7714285714285715,0.75,4,30,137.51194787025452s,15,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='entropy', max_depth=5, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=40, min_samples_split=42,
                       min_weight_fraction_leaf=0.0, n_estimators=131,
                       n_jobs=None, oob_score=False, random_state=None,
                       verbose=0, warm_start=False)"
29,10,RandomForestClassifier,0.8079832309267794,0.7275320785530776,0.8884343833004812,92.40529417991638s,0.5365853658536586,0.6111111111111112,0.7096774193548387,0.6818181818181818,4,20,92.40529417991638s,15,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='entropy', max_depth=5, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=40, min_samples_split=42,
                       min_weight_fraction_leaf=0.0, n_estimators=131,
                       n_jobs=None, oob_score=False, random_state=None,
                       verbose=0, warm_start=False)"
30,3,RandomForestClassifier,0.8035372930534221,0.6983879498149749,0.9086866362918694,37.14845824241638s,0.6585365853658537,0.675,0.6923076923076923,0.7045454545454546,4,10,37.14845824241638s,15,"RandomForestClassifier(bootstrap=False, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=5, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=47, min_samples_split=55,
                       min_weight_fraction_leaf=0.0, n_estimators=55,
                       n_jobs=None, oob_score=False, random_state=None,
                       verbose=0, warm_start=False)"
31,38,RandomForestClassifier,0.8022276683087028,0.6846606561693863,0.9197946804480194,115.75986766815186s,0.7073170731707317,0.7532467532467532,0.8055555555555556,0.7840909090909091,5,20,115.75986766815186s,15,"RandomForestClassifier(bootstrap=False, ccp_alpha=0.0, class_weight=None,
                       criterion='entropy', max_depth=5, max_features='auto',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=40, min_samples_split=75,
                       min_weight_fraction_leaf=0.0, n_estimators=84,
                       n_jobs=None, oob_score=False, random_state=None,
                       verbose=0, warm_start=False)"
32,43,SVC,0.7494193760262727,0.6324521015839637,0.8663866504685818,33.871991872787476s,0.5365853658536586,0.6376811594202899,0.7857142857142857,0.7159090909090909,5,30,33.871991872787476s,105,"SVC(C=1.0, break_ties=False, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma='scale', kernel='rbf',
    max_iter=-1, probability=False, random_state=None, shrinking=True,
    tol=0.001, verbose=False)"
33,29,SVC,0.7490036945812808,0.6013510797656276,0.896656309396934,11.342002868652344s,0.5365853658536586,0.6376811594202899,0.7857142857142857,0.7159090909090909,5,10,11.342002868652344s,105,"SVC(C=1.0, break_ties=False, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma='scale', kernel='rbf',
    max_iter=-1, probability=False, random_state=None, shrinking=True,
    tol=0.001, verbose=False)"
34,36,SVC,0.7489845238095237,0.6242256661910117,0.8737433814280358,22.765713214874268s,0.5365853658536586,0.6376811594202899,0.7857142857142857,0.7159090909090909,5,20,22.765713214874268s,105,"SVC(C=1.0, break_ties=False, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma='scale', kernel='rbf',
    max_iter=-1, probability=False, random_state=None, shrinking=True,
    tol=0.001, verbose=False)"
35,50,SVC,0.7485784893267653,0.6162460770857697,0.8809109015677609,45.06623387336731s,0.5365853658536586,0.6376811594202899,0.7857142857142857,0.7159090909090909,5,40,45.06623387336731s,105,"SVC(C=1.0, break_ties=False, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma='scale', kernel='rbf',
    max_iter=-1, probability=False, random_state=None, shrinking=True,
    tol=0.001, verbose=False)"
36,15,SVC,0.747760496671787,0.6417858253179058,0.8537351680256682,25.333551168441772s,0.5365853658536586,0.6376811594202899,0.7857142857142857,0.7159090909090909,4,30,25.333551168441772s,105,"SVC(C=1.0, break_ties=False, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma='scale', kernel='rbf',
    max_iter=-1, probability=False, random_state=None, shrinking=True,
    tol=0.001, verbose=False)"
37,8,SVC,0.7461640211640211,0.636648199909385,0.8556798424186572,17.055683135986328s,0.5365853658536586,0.6376811594202899,0.7857142857142857,0.7159090909090909,4,20,17.055683135986328s,105,"SVC(C=1.0, break_ties=False, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma='scale', kernel='rbf',
    max_iter=-1, probability=False, random_state=None, shrinking=True,
    tol=0.001, verbose=False)"
38,1,SVC,0.7456317204301075,0.6362500015596525,0.8550134393005625,8.765522956848145s,0.5365853658536586,0.6376811594202899,0.7857142857142857,0.7159090909090909,4,10,8.765522956848145s,105,"SVC(C=1.0, break_ties=False, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma='scale', kernel='rbf',
    max_iter=-1, probability=False, random_state=None, shrinking=True,
    tol=0.001, verbose=False)"
39,22,SVC,0.7431007851169141,0.6191537278486058,0.8670478423852225,33.99212455749512s,0.5365853658536586,0.6376811594202899,0.7857142857142857,0.7159090909090909,4,40,33.99212455749512s,105,"SVC(C=1.0, break_ties=False, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma='scale', kernel='rbf',
    max_iter=-1, probability=False, random_state=None, shrinking=True,
    tol=0.001, verbose=False)"
40,20,KNeighborsClassifier,0.7252545762928827,0.6268694024019776,0.8236397501837878,19.33897590637207s,0.4634146341463415,0.5507246376811594,0.6785714285714286,0.6477272727272727,4,30,19.33897590637207s,105,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=9, p=2,
                     weights='distance')"
41,41,KNeighborsClassifier,0.7231549671592775,0.6016507538316249,0.8446591804869301,15.787263870239258s,0.4634146341463415,0.5507246376811594,0.6785714285714286,0.6477272727272727,5,20,15.787263870239258s,105,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=9, p=2,
                     weights='distance')"
42,48,KNeighborsClassifier,0.723059790640394,0.6163766162938813,0.8297429649869068,24.38982915878296s,0.4634146341463415,0.5507246376811594,0.6785714285714286,0.6477272727272727,5,30,24.38982915878296s,105,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=9, p=2,
                     weights='distance')"
43,55,KNeighborsClassifier,0.7230515394088671,0.6202644850039285,0.8258385938138058,32.659435510635376s,0.4634146341463415,0.5507246376811594,0.6785714285714286,0.6477272727272727,5,40,32.659435510635376s,105,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=9, p=2,
                     weights='distance')"
44,27,KNeighborsClassifier,0.7201599569039085,0.6404739106839621,0.799846003123855,25.584550857543945s,0.4634146341463415,0.5507246376811594,0.6785714285714286,0.6477272727272727,4,40,25.584550857543945s,105,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=9, p=2,
                     weights='distance')"
45,34,KNeighborsClassifier,0.7193837438423647,0.5810501680202995,0.8577173196644299,7.95637845993042s,0.4634146341463415,0.5507246376811594,0.6785714285714286,0.6477272727272727,5,10,7.95637845993042s,105,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=9, p=2,
                     weights='distance')"
46,49,DecisionTreeClassifier,0.717988854679803,0.5966999704744077,0.8392777388851983,12.361398935317993s,0.6585365853658537,0.6666666666666667,0.675,0.6931818181818182,5,40,12.361398935317993s,105,"DecisionTreeClassifier(ccp_alpha=0.0, class_weight=None, criterion='entropy',
                       max_depth=5, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=32, min_samples_split=98,
                       min_weight_fraction_leaf=0.0, presort='deprecated',
                       random_state=None, splitter='best')"
47,6,KNeighborsClassifier,0.7147416901348354,0.6116882477061801,0.8177951325634906,6.226396083831787s,0.4634146341463415,0.5507246376811594,0.6785714285714286,0.6477272727272727,4,10,6.226396083831787s,105,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=9, p=2,
                     weights='distance')"
48,13,KNeighborsClassifier,0.7130894243898276,0.5941562499448956,0.8320225988347596,12.31785273551941s,0.4634146341463415,0.5507246376811594,0.6785714285714286,0.6477272727272727,4,20,12.31785273551941s,105,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=9, p=2,
                     weights='distance')"
